Марка,Модель,Год,Город,Пробег(км),Объем двигателя (см³),Мощность двигателя (л.с.),Цилиндров,Коробка,Привод,Цвет,Цена(руб)
Ataki,Ataki Tourist 300,2023,Красноярск,1,300,24,1 цилиндр,5 передач,цепь,чёрный,180000
Ataki,Ataki Tracker 250,2024,Людиново,20,250,18,1 цилиндр,5 передач,цепь,красный,142000
Ataki,Ataki Start YX125EM,2020,Чишмы,1000,125,11,,4 передачи,цепь,синий,67000
Ataki,Ataki Start YX125EM,2021,Волгоград,1111,125,11,1 цилиндр/рядное,4 передачи,цепь,синий,60000
Ataki,Ataki EF 300,2023,Марьино,100,300,36,1 цилиндр,5 передач,цепь,чёрный,210000
Ataki,Ataki Start YX140,2019,Липецк,999999,150,14,1 цилиндр/оппозитное,4 передачи,цепь,оранжевый,69000
Ataki,Ataki Prime 125,2024,Красногорск,1,125,10,1 цилиндр,4 передачи,цепь,белый,77000
Ataki,Ataki Prime 125,2020,Караидель,1000,125,11,1 цилиндр/v-образное,4 передачи,цепь,синий,75000
Ataki,Ataki Start YX140,2020,Адлер,500,140,15,1 цилиндр/оппозитное,4 передачи,цепь,белый,50000
Ataki,Ataki EF 250R,2024,Красноярск,1,250,25,1 цилиндр,5 передач,цепь,белый,200000
Ataki,Ataki Tourist 300,2023,Красноярск,1,300,24,1 цилиндр,5 передач,цепь,чёрный,180000
Ataki,Ataki EC 250,2023,Красноярск,1,250,16,1 цилиндр,5 передач,цепь,чёрный,150000
Ataki,Ataki EF 300,2023,Красноярск,1,300,24,1 цилиндр,5 передач,цепь,чёрный,180000
ATK,ATK 620 Intimidator,2020,Волгоград,100,465,20,1 цилиндр,,кардан,серый,250000
Avantis,Avantis Enduro 250,2021,Санкт-Петербург,2,250,21,1 цилиндр,5 передач,цепь,красный,350000
Avantis,Avantis A6,2021,Воронеж,1500,300,27,1 цилиндр,5 передач,цепь,чёрный,209000
Avantis,Avantis A7,2023,Москва,272,300,38,1 цилиндр,6 передач,цепь,чёрный,349900
Avantis,Avantis A2,2020,Владимир,1000,250,23,1 цилиндр/рядное,5 передач,цепь,оранжевый,150000
Avantis,Avantis Kews 250,2020,Санкт-Петербург,1696,250,21,1 цилиндр,6 передач,цепь,чёрный,119000
Avantis,Avantis Enduro 250,2019,Уфа,2500,250,21,1 цилиндр/рядное,5 передач,цепь,белый,165000
Avantis,Avantis Enduro 300 Pro/EFI,2021,Москва,3,300,,1 цилиндр/рядное,6 передач,цепь,синий,350000
Avantis,Avantis MT250,2022,Подольск,12000,250,21,1 цилиндр/рядное,6 передач,цепь,зелёный,152000
Avantis,Avantis FX 250,2019,Сочи,2000,250,19,1 цилиндр/рядное,5 передач,цепь,белый,120000
Avantis,Avantis Enduro 250,2021,Санкт-Петербург,2,250,21,1 цилиндр,5 передач,цепь,красный,350000
Avantis,Avantis Enduro 250 Pro/Carb,2021,Орёл,1000,250,21,1 цилиндр,5 передач,цепь,чёрный,210000
Avantis,Avantis A6,2022,Серов,500,300,26,1 цилиндр,5 передач,цепь,синий,275000
Avantis,Avantis MT250,2022,Екатеринбург,13600,250,19,1 цилиндр/рядное,6 передач,цепь,жёлтый,150000
Avantis,Avantis Enduro 250,2020,Москва,600,250,19,1 цилиндр,5 передач,цепь,белый,600000
Avantis,Avantis Enduro 250 Pro/Carb,2019,Звенигород,807,250,21,,,,белый,240000
Avantis,Avantis Enduro 300 Pro/Carb,2022,Казань,270,300,26,1 цилиндр/рядное,5 передач,цепь,чёрный,240000
Avantis,Avantis FX 250,2021,Черногорск,2000,250,21,1 цилиндр/рядное,5 передач,цепь,белый,165000
Avantis,Avantis A5,2021,Калуга,3000,250,21,1 цилиндр/рядное,5 передач,цепь,оранжевый,185000
Avantis,Avantis Enduro 250,2020,Бронницы,100,250,21,1 цилиндр/рядное,5 передач,цепь,синий,225000
Avantis,Avantis A6,2021,Москва,2350,280,25,1 цилиндр/рядное,5 передач,цепь,чёрный,200000
Avantis,Avantis A5,2022,Новокузнецк,32,250,21,1 цилиндр,5 передач,цепь,оранжевый,215000
Avantis,Avantis Enduro 300 Pro/EFI,2020,Севастополь,100,300,45,1 цилиндр/рядное,5 передач,цепь,оранжевый,333000
Avantis,Avantis Enduro 250 Pro/Carb,2022,Собинка,1000,250,21,1 цилиндр,5 передач,,чёрный,250000
Avantis,Avantis Enduro 250,2019,Солнечногорск,67,250,21,1 цилиндр/рядное,5 передач,цепь,оранжевый,195000
Avantis,Avantis A5,2021,Ирбит,1000,250,21,1 цилиндр,5 передач,,белый,195000
Avantis,Avantis Enduro 300 Pro/EFI,2018,Москва,1000,300,37,,,,оранжевый,285000
Avantis,Avantis FX 250,2023,Великий Новгород,700,250,,1 цилиндр,5 передач,цепь,белый,195000
Avantis,Avantis A7,2020,Оренбург,600,250,21,1 цилиндр,5 передач,цепь,чёрный,190000
Avantis,Avantis A5,2022,Москва,2200,250,21,1 цилиндр/рядное,5 передач,цепь,белый,150000
Avantis,Avantis MT250,2021,Тольятти,6000,250,22,1 цилиндр/рядное,6 передач,цепь,красный,140000
Avantis,Avantis Enduro 250 Pro/Carb,2022,Сочи,65,250,21,1 цилиндр,5 передач,цепь,чёрный,220000
Avantis,Avantis Enduro 250 Pro/EFI,2022,Красноярск,415,250,25,1 цилиндр/рядное,5 передач,цепь,оранжевый,288000
Avantis,Avantis Enduro 250,2020,Москва,4822,250,19,1 цилиндр,5 передач,цепь,красный,199000
Avantis,Avantis A5,2021,Кузнецово,86,250,23,1 цилиндр/рядное,5 передач,цепь,оранжевый,185000
Avantis,Avantis Enduro 300 Pro/Carb,2021,Обнинск,84,300,34,1 цилиндр,5 передач,цепь,оранжевый,295000
Avantis,Avantis Dakar 250,2020,Вязники,5000,250,27,1 цилиндр,6 передач,цепь,золотистый,225000
Avantis,Avantis Enduro 300 Pro/Carb,2019,Москва,3000,300,34,,6 передач,цепь,синий,255000
Avantis,Avantis A7,2024,Саратов,367,300,32,1 цилиндр,,,чёрный,265000
Avantis,Avantis Enduro 300 Pro/EFI,2021,Волгоград,134,300,40,1 цилиндр/v-образное,6 передач,цепь,оранжевый,400000
Avantis,Avantis Dakar 250,2021,Москва,803,250,26,,,,синий,210000
Avantis,Avantis MT250,2023,Сыктывкар,3500,223,17,1 цилиндр,6 передач,цепь,красный,185000
Avantis,Avantis Enduro 250 Pro/Carb,2021,Полевской,97,300,,1 цилиндр/рядное,5 передач,,оранжевый,250000
Avantis,Avantis FX 250,2020,Пермь,700,250,21,1 цилиндр,5 передач,цепь,белый,159900
Avantis,Avantis Dakar 250,2021,Сосновское,9550,250,26,1 цилиндр/рядное,6 передач,цепь,голубой,215000
Avantis,Avantis A7,2021,Санкт-Петербург,9000,250,20,1 цилиндр/рядное,5 передач,цепь,чёрный,185000
Avantis,Avantis A5,2023,Набережные Челны,4900,250,25,2 цилиндра/v-образное,5 передач,цепь,оранжевый,205000
Avantis,Avantis Enduro 300 Pro/EFI,2024,Бисерово,12,300,37,1 цилиндр/рядное,6 передач,цепь,чёрный,370000
Avantis,Avantis Enduro 250,2023,Сургут,1100,250,17,,,,чёрный,200000
Avantis,Avantis Enduro 300 Pro/EFI,2021,Санкт-Петербург,1200,300,40,1 цилиндр/оппозитное,6 передач,цепь,оранжевый,299000
Avantis,Avantis A2,2021,Муром,276,250,21,,5 передач,цепь,белый,170000
Avantis,Avantis Enduro 300 Carb,2021,Бердск,100,300,26,,,,чёрный,300000
Avantis,Avantis A6,2021,Бабаево,717,300,26,1 цилиндр,5 передач,цепь,синий,190000
Avantis,Avantis Classic,2017,Чехов,700,125,5,1 цилиндр,,цепь,красный,95000
Avantis,Avantis Enduro 250,2023,Москва,1,250,29,1 цилиндр/рядное,6 передач,цепь,белый,299000
Avantis,Avantis Enduro 250 Pro/Carb,2019,Набережные Челны,3,250,27,,,,серый,165000
Avantis,Avantis Enduro 300 Pro/Carb,2022,Новомичуринск,18,300,27,1 цилиндр,5 передач,цепь,чёрный,250000
Avantis,Avantis FX 250,2019,Москва,2000,250,21,1 цилиндр/рядное,5 передач,цепь,чёрный,130000
Avantis,Avantis Enduro 300 Pro/Carb,2024,Новошахтинск,100000,300,30,1 цилиндр/v-образное,6 передач,цепь,красный,280000
Avantis,Avantis Enduro 300 Pro/EFI,2022,Муром,331,280,26,1 цилиндр/рядное,5 передач,цепь,оранжевый,300000
Avantis,Avantis Enduro 300 Pro/Carb,2023,Кизел,999999,300,37,1 цилиндр,,,оранжевый,360000
Avantis,Avantis A6,2022,Калач,3200,300,28,1 цилиндр,5 передач,цепь,голубой,220000
Avantis,Avantis A5,2022,Красноярск,500,300,29,,6 передач,цепь,чёрный,230000
Avantis,Avantis Enduro 300 Pro/Carb,2023,Усть-Катав,1,300,37,1 цилиндр/рядное,6 передач,цепь,белый,349900
Avantis,Avantis Enduro 250,2019,Москва,100,250,,,5 передач,цепь,белый,145000
Avantis,Avantis Enduro 300 Pro/EFI,2019,Петергоф,1000,300,,,,,оранжевый,200000
Avantis,Avantis Enduro 300 Pro/Carb,2020,Санкт-Петербург,150,300,26,1 цилиндр,5 передач,цепь,чёрный,265000
Avantis,Avantis Enduro 300 Pro/EFI,2021,Москва,1000,300,31,1 цилиндр,4 передачи,цепь,чёрный,345000
Avantis,Avantis Basic,2020,Москва,75,250,22,1 цилиндр,5 передач,цепь,белый,125000
Avantis,Avantis Enduro 250,2019,Домодедово,1,249,21,1 цилиндр,5 передач,цепь,оранжевый,165000
Avantis,Avantis A2,2023,Москва,220,250,27,1 цилиндр,5 передач,цепь,оранжевый,200000
Avantis,Avantis A2,2021,Муром,276,250,21,,5 передач,цепь,белый,170000
Avantis,Avantis Orion 200,2021,Грозный,2827,200,17,10 цилиндров/рядное,3 передачи,цепь,белый,150000
Avantis,Avantis Enduro 300 Carb,2024,Видное,1,300,30,1 цилиндр/рядное,6 передач,цепь,оранжевый,299999
Avantis,Avantis Enduro 250,2020,Кемерово,50,250,21,1 цилиндр,5 передач,цепь,оранжевый,185000
Avantis,Avantis Enduro 250,2019,Бронницы,140,250,18,1 цилиндр,5 передач,цепь,оранжевый,145000
Avantis,Avantis Enduro 300 Pro/EFI,2021,Москва,12,300,34,1 цилиндр,,цепь,чёрный,349000
Bajaj,Bajaj Pulsar N250,2023,Москва,2469,249,24,1 цилиндр/рядное,5 передач,цепь,чёрный,311000
Bajaj,Bajaj Dominar,2019,Сочи,11754,373,40,1 цилиндр/рядное,6 передач,цепь,чёрный,420000
Bajaj,Bajaj Pulsar NS 200,2016,Москва,2600,200,23,,6 передач,цепь,белый,235000
Bajaj,Bajaj Boxer (BM 150 X),2023,Тамань,4200,149,12,1 цилиндр/рядное,5 передач,цепь,чёрный,135000
Bajaj,Bajaj Boxer (BM 125),2022,Москва,1150,125,10,,5 передач,цепь,красный,110000
Bajaj,Bajaj Boxer (BM 100),2021,Урай,4500,102,8,1 цилиндр/рядное,4 передачи,цепь,чёрный,90000
Bajaj,Bajaj Avenger,2023,Санкт-Петербург,700,220,19,1 цилиндр,5 передач,,чёрный,250000
Bajaj,Bajaj Boxer (BM 150 X),2023,Киржач,420,150,12,1 цилиндр,5 передач,цепь,чёрный,135000
Bajaj,Bajaj Dominar,2019,Тверь,9190,373,40,1 цилиндр,6 передач,цепь,зелёный,390000
Bajaj,Bajaj Pulsar NS 200,2022,Москва,3175,200,24,1 цилиндр/рядное,6 передач,цепь,синий,250000
Bajaj,Bajaj Avenger,2017,Москва,18000,220,19,1 цилиндр/рядное,5 передач,цепь,чёрный,145000
Bajaj,Bajaj Pulsar 180,2021,Москва,6138,179,17,1 цилиндр,5 передач,цепь,чёрный,179000
Bajaj,Bajaj Boxer (BM 150 X),2017,Екатеринбург,300,150,12,1 цилиндр/рядное,4 передачи,цепь,чёрный,125000
Bajaj,Bajaj Dominar 400UG Touring,2022,Москва,8830,373,40,,6 передач,,чёрный,440000
Bajaj,Bajaj Boxer (BM 125),2022,Моршанск,4250,125,10,1 цилиндр,5 передач,цепь,чёрный,105000
Bajaj,Bajaj Dominar 400UG Touring,2022,Москва,4900,373,40,1 цилиндр,6 передач,цепь,чёрный,490000
Bajaj,Bajaj Dominar,2021,Новосибирск,4500,400,42,1 цилиндр/рядное,6 передач,цепь,чёрный,390000
Bajaj,Bajaj Avenger,2023,Санкт-Петербург,3470,220,19,1 цилиндр,5 передач,цепь,белый,230000
Bajaj,Bajaj Dominar,2020,Москва,9000,400,40,1 цилиндр,6 передач,цепь,зелёный,370000
Bajaj,Bajaj Dominar,2019,Москва,6030,373,40,1 цилиндр,6 передач,цепь,чёрный,350000
Bajaj,Bajaj Dominar,2018,Электрогорск,7900,400,35,1 цилиндр,6 передач,цепь,чёрный,349000
Bajaj,Bajaj Dominar,2020,Екатеринбург,32500,373,40,3 цилиндра/рядное,6 передач,цепь,зелёный,400000
Bajaj,Bajaj Dominar,2022,Сургут,3060,373,40,1 цилиндр/рядное,6 передач,цепь,чёрный,400000
Bajaj,Bajaj Dominar,2021,Москва,13500,393,40,1 цилиндр/рядное,6 передач,цепь,зелёный,420000
Bajaj,Bajaj Dominar,2021,Москва,7000,250,27,1 цилиндр,6 передач,цепь,красный,310000
Bajaj,Bajaj Pulsar NS 200,2015,Плесецк,14000,200,24,1 цилиндр/рядное,6 передач,цепь,чёрный,200000
Bajaj,Bajaj Boxer (BM 125),2021,Звенигород,10550,125,10,1 цилиндр/рядное,5 передач,цепь,чёрный,110000
Bajaj,Bajaj Pulsar NS 200,2022,Нижний Новгород,1500,200,24,1 цилиндр,6 передач,цепь,белый,245000
Bajaj,Bajaj Boxer (BM 150 X),2022,Осиновая Гора,3650,144,12,1 цилиндр/рядное,5 передач,цепь,красный,140000
Bajaj,Bajaj Dominar,2021,Мурино,23700,373,40,1 цилиндр,6 передач,цепь,зелёный,400000
Bajaj,Bajaj Pulsar 180,2023,Москва,30,178,17,1 цилиндр/рядное,5 передач,цепь,серый,200000
Bajaj,Bajaj Dominar,2017,Киров,6800,373,35,1 цилиндр/рядное,6 передач,цепь,пурпурный,380000
Bajaj,Bajaj Dominar,2021,Санкт-Петербург,8700,400,40,1 цилиндр,6 передач,цепь,зелёный,420000
Bajaj,Bajaj Boxer (BM 150 X),2021,Пенза,10750,150,12,1 цилиндр/рядное,,цепь,красный,115000
Bajaj,Bajaj V 150,2017,Арзамас,10000,150,12,1 цилиндр/рядное,5 передач,цепь,белый,199000
Bajaj,Bajaj Avenger,2016,Екатеринбург,6700,220,19,1 цилиндр/рядное,5 передач,цепь,чёрный,178999
Bajaj,Bajaj Pulsar NS 200,2020,Жилёво,8000,200,24,1 цилиндр,6 передач,цепь,красный,235000
Bajaj,Bajaj Pulsar NS 125,2021,Новомичуринск,3500,125,12,1 цилиндр,4 передачи,цепь,красный,135000
Bajaj,Bajaj Pulsar NS 200,2021,Екатеринбург,14500,200,25,1 цилиндр/рядное,6 передач,цепь,серый,220000
Bajaj,Bajaj Boxer (BM 125),2020,Москва,15500,125,10,1 цилиндр/рядное,5 передач,цепь,чёрный,85000
Bajaj,Bajaj Pulsar 180,2022,Городище,4815,180,17,1 цилиндр,,,чёрный,180000
Bajaj,Bajaj Pulsar NS 200,2021,Мурманск,4300,200,25,1 цилиндр/рядное,6 передач,цепь,красный,230000
Bajaj,Bajaj Avenger,2022,Казань,1550,220,19,1 цилиндр/рядное,5 передач,цепь,белый,225000
Bajaj,Bajaj Pulsar NS 200,2018,Тула,16100,200,23,1 цилиндр/рядное,5 передач,цепь,белый,230000
Bajaj,Bajaj Dominar,2022,Екатеринбург,6000,400,40,1 цилиндр/рядное,6 передач,цепь,зелёный,420000
Bajaj,Bajaj Pulsar NS 200,2015,Тула,26500,200,23,1 цилиндр,6 передач,цепь,чёрный,149900
Bajaj,Bajaj Dominar,2020,Москва,10000,400,40,,,цепь,чёрный,400000
Bajaj,Bajaj Dominar,2018,Севастополь,30000,373,35,1 цилиндр,6 передач,цепь,белый,320000
Bajaj,Bajaj Dominar,2023,Санкт-Петербург,5700,400,40,1 цилиндр/рядное,6 передач,цепь,зелёный,410000
Bajaj,Bajaj Dominar,2018,Рощино,12500,373,40,1 цилиндр,6 передач,цепь,синий,360000
Bajaj,Bajaj Pulsar NS 200,2019,Волгоград,30000,200,24,1 цилиндр,6 передач,цепь,жёлтый,200000
Bajaj,Bajaj Avenger,2020,Москва,7336,220,19,1 цилиндр,5 передач,цепь,белый,198000
Bajaj,Bajaj Dominar,2022,Кемь,3200,375,40,1 цилиндр,6 передач,цепь,зелёный,400000
Bajaj,Bajaj Pulsar NS 200,2022,Сочи,3120,200,25,1 цилиндр/рядное,6 передач,цепь,красный,270000
Bajaj,Bajaj Dominar,2021,Павловск,2599,373,40,1 цилиндр,6 передач,цепь,зелёный,395000
Bajaj,Bajaj Dominar,2019,Тула,16399,373,40,1 цилиндр/рядное,6 передач,цепь,чёрный,365000
Bajaj,Bajaj Pulsar NS 125,2022,Новокуйбышевск,9059,125,12,1 цилиндр/рядное,5 передач,цепь,жёлтый,155000
Bajaj,Bajaj Dominar,2021,Санкт-Петербург,15600,373,40,1 цилиндр,6 передач,цепь,зелёный,390000
Bajaj,Bajaj Dominar,2019,Сочи,11574,373,40,1 цилиндр/рядное,6 передач,цепь,чёрный,400000
Bajaj,Bajaj Pulsar NS 200,2021,Балабаново,1877,200,24,1 цилиндр/рядное,6 передач,цепь,красный,285000
Bajaj,Bajaj Pulsar NS 125,2022,Пенза,3861,124,12,1 цилиндр,5 передач,цепь,белый,165000
Bajaj,Bajaj Dominar,2021,Звенигород,26000,400,40,1 цилиндр,6 передач,цепь,чёрный,380000
Bajaj,Bajaj Dominar 400UG Touring,2022,Москва,2100,400,40,1 цилиндр,6 передач,цепь,чёрный,440000
Bajaj,Bajaj Boxer (BM 150),2017,Ижевск,29262,150,12,1 цилиндр/рядное,4 передачи,цепь,синий,97000
Bajaj,Bajaj Dominar,2020,Люберцы,19374,373,40,1 цилиндр,6 передач,цепь,зелёный,400000
Bajaj,Bajaj Pulsar NS 200,2020,Тверь,11600,200,24,1 цилиндр,6 передач,цепь,красный,230000
Bajaj,Bajaj Dominar,2020,Москва,9000,400,40,1 цилиндр,6 прямых и задняя,цепь,зелёный,420000
Bajaj,Bajaj Pulsar NS 200,2019,Екатеринбург,1860,200,23,1 цилиндр/рядное,6 передач,цепь,жёлтый,245000
Bajaj,Bajaj Dominar,2021,Москва,2555,400,40,1 цилиндр,6 передач,цепь,чёрный,399000
Bajaj,Bajaj Dominar,2019,Екатеринбург,13000,400,40,,6 передач,цепь,чёрный,460000
Bajaj,Bajaj Pulsar RS 200,2016,Москва,10018,200,24,1 цилиндр,6 передач,цепь,жёлтый,290000
Bajaj,Bajaj Boxer (BM 100),2021,Москва,3000,102,7,1 цилиндр/рядное,4 передачи,цепь,синий,90000
Bajaj,Bajaj Dominar,2021,Брянск,10300,400,40,1 цилиндр/рядное,6 передач,цепь,серый,401000
Bajaj,Bajaj Pulsar NS 150,2016,Нижний Новгород,420,150,17,1 цилиндр,5 передач,цепь,синий,150000
Bajaj,Bajaj Avenger,2022,Дубна,670,220,19,1 цилиндр/рядное,5 передач,цепь,белый,248000
Bajaj,Bajaj Boxer (BM 125),2019,Невьянск,6777,125,10,1 цилиндр,5 передач,цепь,чёрный,95000
